,hate_speech,clean_tweet
6294,0,jrlikeswhisky ZwithR stegosaurus hissed like a snake pterodactyl sounded like a crowTrex like a cross between a parrot and an elephant
13747,0,PSA Reduced Fat Oreos are waxy and do not soften properly when dunked in milk STAY AWAY FROM THEM THEYRE UNNATURAL DietSchmiet Oreo
8541,0,Crangrape gt good pussy
12655,1,Lookin like a total swag fag ayeeee
18752,0,RT cheyycheyy Rivers is seriously a bitch Do not throw your hands around like a  year old bc something did not go right Lol
16081,0,RT Kstar Ya beats trash nigga RT ChiefKeef SosaOnTheBeat fuck who do not like
56,0,TheParadox And ima steal his cat n replace it with a pitbull  RT sbabylife TheParadox He a bitch you should do it
9719,0,He called me just to say he was deleting my number bitch please
4691,1,SheanXIV  yea ion do Brussel sprouts  I barely do cordon Bleu but I wanted to try something dif  I get tired of nigger foods
14421,0,"RT BlazeTheGreat The most likely signs to be crazy bitches

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq"
13806,0,People who slam on the brakes at yellow lights should not be allowed to drive
19770,0,RT nunniebabee Smoke good weed with a bad bitch
11507,1,If I was a guy I would definitely dress up as the fuck her right in the pussy guy
24373,0,pussy put his ass to sleep
22350,0,U sure tha bitch ai not slumped over dead  Lol GucciLikeSushi The thots is out here   httptcoLbIrHTmV
6168,0,immSpeed whatchu gon do bout it bitch
20253,0,RT twincitytyson bitches hanging in the salty spatoon tweetin y can not I find a good guy 
16217,0,RT LilReese Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol
8838,0,Dooms RT GuttaDaDon White nubuck or leather for the upper of the foam makes them a pass to me White soles too httptcoQIVkEPtLKj
23192,0,Yo fuck the pats they are still bitches
19084,0,RT haztv Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
20544,0,Roseanne really bums me out The show and the woman On that note it is time to chug some ZzzQuil
16311,0,RT LupeMeCoje What is going down pussies
7087,0,stevephillips funny I thought bobmuellerwkrn tbt s photo this week would have you hanging me over a trash can by my ankles
6957,0,salomethebe whats good then bitch Ass nigga catch your phase
21827,1,These niccas sangin on dey partnas witout a Grammy award
2718,0,CBSThisMorning charlierose NorahODonnell tx trash your show was a disgrace this AM engaging w MittRomney disrespecting the President
7910,0,Bad bitches ai not cheap
13728,0,Oreos are my life
18346,0,RT ThatBoyKing All you hoes wake up
9539,0,Got my shit changed doe  find the PW now bitches  Haha
2248,0, bitches fuck wid me
9080,0,Females be damn near naked wondering why niccas jus wanna fuk lol
3333,1,HBergHattie snkscoyote I wonder if the progs did not relegate young black men to the ghettos to keep them away from harry reid is friends
5491,0,alexissixela stfu youre a pussy sit your ass down with all that noise
2339,1,Dimes fuck you tonyyou greaseball piece of shit
15959,0,RT KathrynBruscoBk Think windturbines are bad for birds Compare httptcoFpOSfLdOXW via BloombergNews httptcoEhIdOjUz via 
4807,1,SwagishSternes yea I listen to that hoe when I wake up
16632,0,RT NewYorkTaughtMe  MattieSavage WHAT THE FUCK RT JuanNdaCut Killed two birds with one stone httptcoZPiiwrdFaj
7894,0,Baby pussy cant be your only hustle Unless u bad as Naomi RussellI mean a lot of ppl got moneySo basically Russell aint the only Russell
19546,0,RT lilduval Real bitches text u can u talk before they call
17796,0,RT ToddKincannon Feminism noun The perverted political ideology of hateful bitches too fat to get in airplane seats gt httptco
1653,1,SickWitIT Wish tonight was purge so I can get to hunting Shut yo hoe ass up
22025,0,This chick looks like she straight up took a colored pencil to her eyebrows thatshitdoesntlookgood
18326,0,RT NenaKelly Thursday We will see bitches dressed up like if the hallways were runways clown make up on some girlsguys with pants belo
13615,0,On GC I lv dis bitch httptcoDmxSOTQg
9416,0,Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl 
15662,0,RT ItsDLow Now I gotta ask bitches for nudes on Facebook 
10287,0,I feel like apart of the in crowd like yes bitch lets indirectly talk shit 
5228,0,YourDudeFerg SammyLightning I wish you wood like a tree in this bitch
12243,0,King TI vs tip and that troubleman albums all trash
640,0,"im gonna rip that bitch apart
rip what apart
lol"
8673,0,Dear God forgive us for a moral slope of values Shacking is just a pretty word for perpetual fornication Let is httptcohURrTNDfZ
19825,0,RT paullander Yesterday the caged bird sang the blues RIP MayaAngelou
22525,0,We in this bitch httptcojKqldvodm
2803,0,CeeRoss negro pleaseI got a job now lmao
9431,0,Girl you eating more pussy then me girl you should have been a nigga
11217,0,I am a stretch that pussy out
11440,0,I have never felt this comfortable around a crazy in my life Ole cool crazy ass bitch This my nigga right here
13848,0,Pink champagne for my boo thang she a bad bitch I hope that she do not trade me
14104,0,RT AbbeyGoldd Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her 
10453,1,I hate ghetto bitches with a passion
23348,1,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around  year old  year old landfill trash
13796,0,People tend to bitch about coaching too much but offensive playcalling has killed the Ags Indefensible at this point
21276,0,Taking out a second mortgage and betting it all on the Yankees winning the World Cup They win a lot seemed like a nobrainer to me
19446,0,RT kingdomofwench graceishuman I have also seen a lot of that We are Democrats and we are for Charlie Baker ad which makes me want to scr
19077,3,RT harmonlauren Jenna is a faggot
16183,0,RT LettyBro Yall hoes super weakkkkkkkk
23982,2,i hate hoes
5663,0,britneyspears not that it matters but im proud of ur little ass im n old southern bitch hang n there baby
8244,0,But I callin out da race card Ai not no colored podcasts out dare
23318,1,You got niggas and I got bitches
2377,0,AdamSchein TheMayorMatt I may have just cried a tad illmissu shiner
13951,0,Put that on everything I love Ai not no ugly bitch Finna talk to me crazy in my car I would put her ass out and make her walk
9651,0,Happy Birthday nigguh keep your blunts fat and your cups filled  BigDaddySniper
11887,0,It be so good to not gotta woyke in da moanin I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
13105,1,My nig said he do not see the differences between pornos and monster ball My face 
19484,0,RT kylerea When your at the pharmacist and they tell you your medicine will be ready in  mins Wtf bitch it is been  stillwai
10580,1,I just fucked an albino It was weird because it was like a white body impersonating a black voice like Iggy Azalea
14156,0,RT AlmightyVinny I am a soft more hoes dumb man
20532,0,Rihanna must got the holy grail of pussy 
1518,0,SheSoViciouzz It might be RT WarWithGun Some of yall females pussy wet cause he cried smh
13268,0,Niccas catchin dem theft under  charges out hereshit ugly I guess niccas Tryn get it fa da holidays 
4837,0,TFLYE lmaoooo I know Taylor in Brazil eating that overseas pussy
12449,1,Lil bitch
4688,0,ShawnieceQB i remember a time when Hilfiger wus seen as being above Polountil he said he aint wan niggers wearing his ish
3093,0,EVBYHATESASH that bitch wants everybody out though thats the same shit she did to me at one point
7839,0,At all my ritz crackers Idk what to do with myself anymore
18539,0,RT alexlundry Charlie Baker
21656,0,Them shits ugly hoe RT SirRocObama  RT BurgerKing All these nuggets amp u still actin chicken httptcotRyLvyoO
15658,7,RT IsaLopez DLo but you are still a faggot
10201,0,I do not fuck wit hoe niggas
14045,0,RT THGRADER It does not matter who I make out with in Spin the Bottle because I only invite the hottest bitches to play ladykiller
21798,0,These hoes gotta pay for my company
9531,0,Got chunky marmalade today of a greatful customer for my service over the past  yrs PostieTweet ServiceMatters httptcopSEnGvyxrw
6908,0,redisraw lol yeah birds be chirping outside Bastards
75,0,"BabyAnimalPics baby monkey bathtime httptcoKPWAdLFR
Awwwwe This is soooo ADORABLE"
6852,0,popularcritic discordianslip fredrogers And you thought a camera would steal your soul Shut the fuck up you stupid twat
10043,0,I be joked out at half the broads on here that brag about how good they pussyhead game is
21383,0,That bitch
962,0, on the pussy httptcomWXQnjmSo
18030,0,RT WayFengShui  That bitch wanna ignore my text Wait till she get off work  RT TONEDASUPASTAR Caption this httptcoZWrImDZQNV
21038,0,Some of the ice melted in my car cause the dumb fuck at  decided he wanted to strike up a conversation wit a fat ugly bitch smfh
9385,0,Gave dat bitch da Spirit of the Dragon
20028,0,RT skyereyes If that is what makes these fat bitches sleep at night 
7076,0,sprayinpray I recall you telling one of the Apollo teachers you hoped her baby came out retarded  and it did  AssholeOfTheYear lol 
1577,0,TrillOgMalik vintagemonroe knee asscrow ass
5066,0,Tylar ion sneak diss on broke bitches 
7038,2,sizzurp bootyacid ILIKECATS yoPapichulo go back to lego club faggot
15098,0,RT Eaton So apparently Honn likes takin pictures when he is eatin pussy
22881,0,Why give a bitch an inch when she rather have  
10909,0,I swear I care about everything else but these bitches 
16813,0,RT OnlyRosee The way Tricksnipers act is just ugh  of them are Chief Keef Soulja Boy niggers Absolute sewage waste
7110,2,tharris Are you working on route running and catching You will be a good WR for Grier Have fun with the white trash racist UF fans FSU
13336,0,Niggas is hoes OnHere and in real life too
20812,1,Shoutout to my Mamma cause she Ai not Raise no hoe
8424,0,Charlie Daniels couldve done a better job MNF
22259,1,Trash TieMyDuragBoo Black people only play RampB amp Hip hop at their partiesplay some dubstep and Houseyall coons need to expand
12907,1,Most niggas send hate thru the bitches
3648,0,JerGucci I can trap anywhere I wanna just because I ai not a bitch n in rarely solo
21908,0,Thirsty ass bitch do not sweat me
22087,0,This kid bobbyhorai straight watched a bitch eat her own bloody tampon fucksamattawithyou
250,0,TaylorrBabee You ai not ever gonna be a slice bitch Kevin hart 
9956,0,Hungry then a hoe
21427,0,That shacking up shit for the birds yo
12059,2,Jihadi John has struck again Prayers with the victims families What is the bounty on His head Time  him  meet allah
15893,0,RT JustDreaa I do not splurge around no hoe no I do not shine in front of no bitch cus after she get off my dick I be like Find the front 
3788,0,Kelseyyvirginia caylanashlee look here bitch if i wanted to be gramatically correct i would have
20764,0,She threw that pussy in a circle I wanted her to throw it in a pentagon tho
12130,0,Just had someone under  casually ask me what the FF stood for on my car R u fking serious  FooFighters bitch
19339,0,RT jcope RealNoth msmansk are you kidding boycottCriminalIntent just lost my fave program Take a belt to THAT bitch
20084,0,RT sweetromance visionamd Redeemed AZWS Once again birds of a feather
16129,0,RT LadiesLuvAudi Eating pussy is goodeating everybody pussy ai not healthy
2802,1,CeeNCrumpets self low down black bitch
19094,0,RT hildismom MT jjauthor US ghettosdriven by liberal ideology httptcoONYrmggND RedMeat
22848,0,Why are people saying do not let guys treat you like a yellow starburst That is my favorite
12520,0,Lmaoo RT IMCoolLikeThat Stfuwho are u to prefer what a woman wears on her feet bitch RT sbabylife I hate bitches that wear wedges
19733,0,RT nateturnboy You left prom camping first day cause you are a bitch boy
19816,0,RT paigelebeau It is unfortunate that everyone thinks I am a bitch before they even meet me chronicbitchface sorryimscary 
22549,0,Weird ass bitches
460,0,Hey pussy you still there
13508,2,OMG FrannyHilIson pattiemallette ugly faggot Your a bad mother You should kill yourself like Robin Williams
853,0,np Shy Glizzy  Awwsome Remix Feat  Chainz amp AAP Rocky via Spinrilla httptcoOWxtdRKWbC
5606,0,betysweetcocker that is white woman pussy
13095,0,My nicca Drake gear game is all bad lol
21475,2,Thats some hoe shit doe
9126,0,Flabby bird sounds Turrible Lol I will just stick to watching paint dry
13888,2,Porch monkey  Life
22129,1,This old bitch with floppy tits riding on the elevator with me is nerping so bad
6983,1,sbsylvester hunterbuch kiefferjason yall some pussy ass niggas
15317,1,RT GVLDENBEAUTY these hoes woozy
18044,0,RT WeLoveKi Hol on bitch  httpstcoRYESvYaIu
3377,0,HilareeJay lemme find out you twitter beefin with hoes
8389,0,Catch this jet hoe
23344,0,You know how hard it is to find a good woman But yo hoe ass being ungrateful and cheating on your good woman cuz what Faggot shit
6545,0,lajazz bitch
12854,0,Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it
107,0,DBABHolloway Check out our th man CowboysNation even with all those faggot ny fans in the stands
11419,1,I am tired of bitches thinking they cool when they ugly If you are ugly bitch that is all you are is ugly
24762,1,you got niggas and i got bitches
22816,1,Who the fuck made this cunt the authority on men
526,2,My grandma used to call me a porch monkey all the time Come to think of it she did refer to a broken bottle as a nigger knife 
8197,0,Broner would still knock half u niccas out
20879,0,Slap the bitch is fundidnt know beer wasnt that bad
16905,0,RT Pinkypromise Lmao these niggas act like lil bitches
1922,0,thatsoVICTORZZZ Blaxxxican for the light weights pussies
15224,0,RT FoxNews FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy Election
14759,0,RT CommonWhiteGrl mom why can not u just accept me for the bad bitch i am
18793,0,RT coolgirl bitch act like she never seen a face mask bitchplease httptcouQQKHl
16839,0,RT PLANESOVAlames Stephen A Smith Responds To People Calling Him An Uncle TomSellOut httptcoscCSTdMgU
19211,1,RT iaintshitbruh white bitches win again smh trackinBlackKev i fucking hate you MichelleDBeadle
16351,0,RT MadFlyentist Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there
6653,0,mchastain TheWorldStories you fucked that bitch
17030,0,RT Randality WeDontSmokeREG she a dumb bitch smh
23168,0,"Yet you will not tag AnthonyCumia 
What a pussy
Gus Cripes what a loser httpstcoagpdURamA"
21781,0,These hoes be boof smh
8318,0,Can someone get me cheese and crackers
6190,0,itskingdee GorgeousCamry no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me
22730,0,When she wit me got yo bitch open
15463,0,RT HellaRatchet FreshmanAdvice Rolling backpacks get all the bitches
16980,0,RT RAYCHIELOVESU I just do not understand the grey area of being a hoe but lying about it Like close your legs OR just be about that life
13590,0,Old lady went to pay and reached all the way over my plate Hate eating on bar countertops Stupid white bitch
22508,1,We been passed dem niccas yrs ago fr
13648,0,One room full of bad bitches  Lmao Ca not believe I am kicking it with my mains from MySpace 
2742,1,CallMeRenee  my bad bitch im logged in on everybody shit
8167,0,Brad Pitt is older than Charlie Sheen What the fuckkkkkkkkkkkkk
22182,0,Thw White Iron Band plays this weekend in FargoND at the Aquarium Friday with Charlie Parr The next nightSaturday
15210,0,"RT Foamposites Random hoe So I heard

Me httptcoYXpESFMGf"
9287,0,Fuck these bitches RT KingHorseDick Stop women bashing RT viaNAWF Them women do not exist in this generation
2093,1, RIP Deshawn   I do not know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight 
8946,0,Endless but they really trash so none RT WhoaKimbosabe Men how many positives and possibles do yall have on fri thru sun night
15767,0,RT JayJroc If you thought Mansion Elan was crazy with Migos wait til Boosie amp Yo Gotti shut that bitch down tonight httptcoiCHIbU
2171,0, lol nah hoes we dealt with it so will yall  httptcoRXTJwwKfHJ
22335,0,U ever seen a bitch talk shit about another bitch then U see them hanging together
8686,0,Deez hoes be actin up
13260,2,Next time u gone call a darky a niccacall dat coon a jungle bunnyBoondocks PS I httptcougwUIE
11636,0,If you fuckin for your rent you a lame hoe
6767,0,nicolesteines whatever you fucking pussy 
14043,0,RT joselopez Victorasap your voice mail little bitch ass nigga httptcondMDtvWts
9262,0,Fuck my Ex bitch
22767,0,Whenever you need your hoe protected on social media or anywhere in the world Please contact JPERZELL and he will fight for that hoe
602,0,Yo mama bitch RT TheAceTJShow What was the ONE sentence that ended your relationship
9870,0,"Hold all your ghetto labeled and endorsed vodka brands you can rum me silly any day 

ShiverMeTimbers"
3945,0,"Liveitupjersey BWAHAAAA I just choked on an Oreo cookie
IM figuring this may have something to do with it httptcoSBgMYPX"
4647,0,SavageNiggg ChillAssTweets no bitch
2318,1,SonofYahwehthey cry over lost pussy more emotional than a sissy They get out amp front on hoes simple minds amp point brothas like me out
23439,0,You wanna know some crazy shit Without the sunshine you could find a SHADY bitch
12676,0,Love when the bitches take selfies with their tongue out just gearin up for that money shot
22482,2,Washing my coon hair
9075,0,"Feelin like I can have any bitch I want 

Feelin like all these hoes in this bitch want me"
9598,0,HAHAHAHA I am so happy that bitch just spilt all her coffee everywhere
22017,0,This bitch wanna smoke all of my weed
7639,0,All these hoes fuckin Be Careful Just cos she look good do not mean she is good for you
20778,0,She is just mad cuz her big toe looks like an angry bird Haha
13857,0,Play some  fuck bitches get money  music
3800,0,KenSuttling You rememberit used to be funny coloured paper
11511,0,If I wore a tutu no bitch would want me  that is what our dog is gonna be telling himself everyday 
14521,0,RT Bubzayy Just this one eye can take your bitch httptcoxrfMeAE
12290,0,LOL  I just remember that same bitch said she liked my hair then asked is it yours Smfh wut yes 
3586,0,JLogan And you know best about the bird moves
5221,0,YgTrece I agree You never know she may have been begging to get dropped makes her pussy wet guaranteed She married him right after 
5154,0,Woahitsjulian whatchu doin today nig
11719,0,Im about to get all the pussy
4028,0,MariaDeAmor bitch I told you to hit me when you got back
21952,0,This bitch crazy
9845,0,Hoes all on my bandwagon your bitch gaggin she jet laggin AAP
21596,0,The only thing about niccas is they be followers smh  Be ya self everyone else is taken
21298,0,Team john in this bitch 
12152,0,"Just said cunt in front of this old lady I kinda froze then she yelled YEAH YOU TELL THAT CUNT
Is it too late in life to get adopted"
12551,0,Lmfao custy bitches be like   come on in
579,0,Virgin pussy     regular pussy      Oomf pussy 
1900,0,sneakerhead I cant talk right now i got pussy on my tongue
8404,0,Chaber Books BRAGADAYJAH  httptcoqTrlzCsdj Further restrictions on eating certain insects and birds
3394,0,HoskinsTy saambrowning and retarded
15503,0,RT Hobson That is for the birds
18717,0,RT carcarroni UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple
23210,0,You NEED an iPhone to use their stupid watch Apple is just grabbing people ankles and shaking the money out of rubes pockets
8029,1,Bigots demand recount in Idaho gay rights ordinance referendum httptcoTorYEXxMwi tcot teaparty teabaggers lgbt
11823,0,Instead of joining sports teams hoes be joining Twerk Teams
10646,0,I lv fuckin wit this nigga he getting all emotional he remind me of my bitch is that you Blake  httptcovJCfRthU
21571,0,The intensity of my Bankhead bounce as I said we know these bitches cuz we be traveling
16232,0,"RT LipetheGreat Had to charge my ipod 
Fuck the redskins"
20196,0,RT tishforprez you had me at eating pussy
2329,1,LEGITthat Lmao  Excuse me bitchI am not Soundcloud
4339,0,OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch Ron yes the hell it is get out your book
21546,0,The early bird gets the worm But the second mouse gets the cheese
7127,0,"tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day"
16136,0,RT LamborghiniBow Fuck a hoe respect a woman love a lady
10608,2,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic
13867,0,Please stop scoring otherwise you will not have any runs for tomorrow against Romero Yankees BlueJays MLB
11143,1,Ill gladly be a victim RT MafiosoRo Then im a felon RT BIGOBUNDLES A bitch over lbs riding ur face is attempted murder 
18283,0,RT Fvfx Pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time
13182,0,Nah Mimi a bitch
22428,1,Virtually zero protections for LGBTQ persons in Alabama Not a lot of acceptance either Think about queer Alabamian kids today
23544,0,ai not nuttin ta cut that bitch off
19093,0,RT hilaryde Always a fat bitch in the handicap spot but never a dude in a wheelchair
2169,0, I just feel bad for the women that continually flock to such darkness Thugs talk the big talk to simple minded hoes and to their own
22491,0,Watched some crows eat a sandwich
22073,0,This is great RT AmPowerBlog loser amp coward MikePrysner grabbed my iPhone and threw it in the street He is a pussy httptcoCVUbLNgXKj
4756,0,StephyRae No I am pimping out you and those guys at the park playing bitch volleyball HairyChestsDoee
17472,0,"RT SuiradKilam No respect for a bitch 
She gonna top me regardless SDGBE"
22194,0,Time to start listing to il spook
756,0,"RadioFreeNorthwest 
Covington reads responses amp mocks FBI Andy on Real Politics Liv on her awakening Gretchen
httptcotJyhAncPR"
333,0,haitiangoLd Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh 
3393,0,HorsepowerWill naw nigga I got yo bitch tip toeing on my wooden floor 
19824,0,RT paullander Charlie Sheen is engaged to a porn star I can not be the only one thinking she can do a lot better
4116,0,MikeyDJaro haha  I would go for the S  Those fag colors are reserved for JoeyTaormina
7056,0,slone JCCWatch Even that bitch has to admit something is not right with our SoCalledLeader
4698,2,Shmalec ya fag
9565,1,Gotta watch these hoes 
19418,1,RT kellconnolly Guys say dont wear leggings if you dont got no ass ampI see you pussies walking around in muscle shirts without any mus
1039,0, RT TrashAssTweets When you wake up to bae being a hoe on the TL httptcorbxhounM
17629,0,RT TheAsaCrawford You shoulda learned how to bake cuz bitches love cake
14283,0,RT BaabyD lol im off this brooo bitches janky 
19419,0,RT kelseyreneee Bet you will not  em doe Jakelewis Hoes gon be hoes shut up You a hoe
19459,0,RT kooleyCobain You can not find what you lookin for cuz you too busy likin  or  bitches at a time and all the same
17890,0,RT TyNoDollaSign If i cut all my hoes off for u amp we stop talkin  you owe me some new hoes  fym
10432,1,I hate a nosey bitch like mind yah business
154,0,JohnnyPerez whitethunduh ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig
10251,0,I do not want to deal with yesterday is trash There is a reason it got thrown out in the first place
4113,0,MikeStud so is my pussy
990,1, played that nigga smh sexualgifss bitches are so shady oh my god  httptcoVhCLqsKg
21373,0,That bitch is hella cranky today Someone hand her a joint
17738,0,RT TheVoiceOfMiami If you got to have every hoe you see you a weak nigga
23220,1,You a hoe if you like gettin drunk
15453,3,RT HeidiLRN Fuck Islam you pigfucking trash troll ItsJustMeo MzKeriEvans ctbauza
17553,0,RT Tahrell Now bitches gonna think just because they are married they are better than every female that is not Smh
1215,0,DatBitchJay Omarion ol girl w this negative ass vibe  I hate mamas like her  hoe need to be 
17991,1,RT VillageBae All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an
4102,0,MidwestXPride have her learn the first  seconds of Flesh and the Power it Holds Death That riff would be cool for a bird to do lol
11678,1,If you was a bitch nigga in  you still Gona be a bitch nigga in  
14271,0,RT BLACKHILTON Some of yall hoes thighs be so thick and can not even walk  Yankee food
8684,2,DeeDee Patrick Ed Sheen Timmy is Dad Beavis amp Butthead Peter Griffin This is just a list of SOME mentally retarded cartoon characters
1793,0,inHERribs is it too early to put your face in some pussy Bul never to early for breakfast
17666,0,RT TheFitGawd I dont know why these bitches laughing You not even funny my nigga httptcoIdYoSkrf
15079,0,RT DustinHooper These hoes ai not loyal
18685,0,RT breely The recommended serving size for brownies is all of them
21778,0,These hoes always gone Thot around to who ever give them attention at the time
2848,1,ChrisPowellswag cblaze Dswizzle Dawson and Nicky Hickman delete the fake account and and stop being bitches
8222,1,Buddy slapped his rent stress out on that messy bitch What I done told u hoes bout New York niggas amp they temper TrainVideo
23874,0,gotta clear ya throat of all that pussy eh RT johnlacarbiere My voice is the deepest in the morning
7003,0,sectionsSoul yall defense too trash for that 
23592,1,aye bitch try this
9264,0,Fuck nigguh Trynna talk it out Wtf we Finna talk about
11079,0,I will literally never get home this shit is retarded
10988,0,I told that chick tell the truth if you the realest bitch i ever met then show me some proof
9180,0,Free Ballout lil bitch 
7492,2,Accept your flaws and imperfections because that is what makes you YOU See I am a fuck small dick faggot with parents who do not love me
692,1,DearFeministMen there are easier way to get pussy wout sacrificing your man hoodbest of all they dont include losing ur self respect
22192,0,Time hop makes me realize how much off a faggot I was lol
16347,0,RT MacMiller Liam Gallagher came to see me perform tonight He said I was a mental cunt That is fucking amazing
21145,0,Stay witcha nasty little hoes who do not do shit for you
2992,0,DebsFLPx I was lucky to be sensible and I have never had a fag or a drug I am pleased about that statistic Yes I have a beer but that is all
24675,0,when the dude shoots his jiz in the bitches eye in silence of the lambs
11555,0,If my tweets hit too close to home why you subbing me lil stupid ass bitch Check Ya own fucking self issues lil bitch
16743,0,RT OGTREEZ Steve found out you can not call Taiquaniesha a stupid fuckin cunt like you can w Becky httptcoAqGkiB
4425,0,PoliceTactGear Article is flawed Took my first CHP with BRPD Was well done Even had  ghetto gals with a jammy Hipurnt  but well done
8348,0,Ca not let nobody play my gta bitches like using up all ya ammo n gettin ya dude kilt by the cops
9605,1,HYSTERICAL Calling BHO a monkey NorthKorea lt may be a bunch of assholes but that comment made me belly laugh
2893,1,CoolStoryIsaac thisty hoe
13176,0,NO you dont have haters People just dont like you Get over yourself hoe
15502,0,"RT HobsonDarlene Corinthians HobsonDarlene BlessJesus Amos  Can two walk together unless they are agreed DifferentLevels
"
11324,1,I am never gonna be ok with my nigga around alot of bitches while with his boys Cause I was once that female your boys put you on 
6516,0,kitttyjpg nosfiend SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch just fuck off and thats it
18098,0,RT WorldStarFunny when ling ling talkin shit amp u finally understand her httpstcoKlOnqhsi
24144,0,life to great to be mad all day bitch I am bless move ur negativity dat way
12470,0,Litterally can not wait for this weekend with my bad bitches 
14074,0,"RT AIanHangover If I have ever offended you im sorry





















that you are a sensitive lil bitch"
17817,0,RT Torriable I want to leave but he said he was going to eat my pussy  now I am afraid to go and leave my cat alone with him
12002,0,Its feeling like wintertime bitches
7545,0,Aint no pussy better then perk pussy
3537,0,ItsYOURman make me white trash cousin fucker
908,0,redneck tow truck johndeere  america httpstcoiFInqwVRad
3936,0,LittlGfunk pussy whipped
22741,0,When things do not go my way I am a total bitch
6567,0,lexipost because she a typical ghetto girll
7353,0,yeXystuSm HeilSidious Because either way that makes you a bitch
24724,0,y give a bitch an inch when she rather have 
2277,0, species of birds reported in Chesterfield for the Great Backyard Bird Count How many in your area httptcoVIWMjjJxOT
1874,0,prettycha Group chat bitches we call yall undercover Feds  watching everybody
14557,0,RT CHlLDHOODRUINER she paid  to hold the monkey and look what he did  this monkey real af httptcoNgeCuWehHb
23082,0,Yall black ass hoes aint east African
16,0, bitch plz whatever 
10061,0,I beat the pussy up yg
9695,2,Have you Eva asked a nicca where dey got sum fake designer frm
19662,0,"RT metroadlib do not ever be afraid to double bitch down
ppl always expect you to be like i am sorry if i got loud or i am sorry to s"
7701,0,Amanda Bynes is crazy idc what else yall wanna call it but da bitch been crazy
2471,0,Aram I have class nig
22056,0,This hoe loud
7428,0,A girl knows when a niggah just trynna fuck 
2736,0,CabHotties who ever said this is so dumb My moms a cop amp ill have her track you down for being a lil bitch Kay bye
8359,0,"Ca not stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool 

Getting beaned would be better"
8568,0,Customer Service OGNicciB I really need this bitch to get the fxck out my business Just open my new account and leave me alone 
2139,0,Bows down Yes bitchmaster bitch
8310,0,Can I have a bad bitch without no flawwssss
8769,0,Does it bother anyone else that the planet of the apes timeline makes no sense
18194,0,RT YoungRecklesss Ai not no money or no hoe in the world can spoil it  MyBrothersKeeper
20518,0,Reminiscin on my swinger days when I drove a Caddy and my bitch sported a finger wave
5828,0,deadlygilinsky drug buddy pussy money bitches weed
4200,0,MsMarrie i think i need to see said bitch in question
6488,0,kielag Home fag Did not feel like puttin up with your shit today
12803,0,Me and my bitch httptcoAsYjvKTt
2771,0,CapoDaAssHole naw where can I see that hoe at
17517,0,RT TDill These hoes ai not got nothin on ya 
8784,0,Do not be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH
21466,1,That is why i could always call SMURF For anything my niggah always there even when im beefing w my baby
9648,0,Happy th to these main bitches Take it easy on the cigs aqfleck rmusshy httptcoaazXKUw
24463,0,spring break bitches
21697,1,There is gotta be like  white trash motherfuckers living in that house and I do not think any of them have a job
8333,1,"Can you really take dick or nah
Can I bring another bitch or nah"
20201,0,RT tnicollerauzi We always bitch about the opposite sex when we are equally just as scandalous Not all but a large sum Hypocrisy at it
18031,0,RT WayneDupreeShow Fear mongering by the left is dying Wake up who are you going  believe Charlie Rangel and Hussein or Mia Love and C
24359,0,pull out my bank roll on yall bitches like whoa
15758,0,RT JasperDolphin Just wanna put food in bitches pussy and take cool pictures Do not get why bitches do not like food in their pussies
3923,0,LilMissRightie Hey teabagger the benghazi thing is a joke  Benghazis under Bush no hearings More on Benghazi than real  attack
22517,1,We do not love these hoes
14913,0,RT DamierGenesis had all the bitches on MySpace going nuts
7519,0,Ai not fuckin wit nomore hoes got who I want 
16938,0,RT PowPowTheeEnd Fucked all of tyga bitches karyewest God httptcoltTRDRwL
14592,0,RT CantBeLocal Bruh these hoes psychic now httptcoYpFSkPVZ
